id   , sku          , name                                         , slug                                       , description, short description, category           , brand            , retail_price, wholesale_price, cost_price, PURCHASE PRICE (Including tax), PURCHASE PRICE (Excluding tax), PROFIT MARGIN, OPENING STOCK, min_wholesale_qty, stock_quantity, low_stock_threshold, weight, ingredients, usage_instructions, tags, status   , image_url
C601 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C602 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C603 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C604 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C605 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C606 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C607 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C608 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C609 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C610 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C611 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C612 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C613 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C614 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C615 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C616 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C617 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C618 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C619 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C620 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C621 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C622 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C623 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C624 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C625 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C626 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C627 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C628 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C629 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C630 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C631 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C632 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C633 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C634 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C635 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C636 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C637 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C638 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C639 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C640 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C641 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C642 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C643 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C644 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C645 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C646 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C647 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C648 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C649 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C650 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C651 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C652 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C653 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C654 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C655 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C656 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C657 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C658 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C659 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C660 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C661 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C662 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C663 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C664 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C665 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C666 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C667 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C668 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C669 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C670 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C671 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C672 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C673 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C674 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C675 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C676 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C677 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C678 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C679 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C680 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C681 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C682 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C683 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C684 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C685 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C686 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C687 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C688 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C689 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C690 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C691 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C692 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C693 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C694 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C695 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C696 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C697 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C698 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C699 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C700 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C701 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C702 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
C703 ,              ,                                              ,                                            ,            ,                  , SOAP               ,                  ,             ,            0   ,       0   ,                               ,                               ,              , #DIV/0!      ,                10,               ,                    ,       ,            ,                   ,     , available, 
